author,gutenberg_id,title
"Balzac, Honoré de ",7927,The Celibates
"Balzac, Honoré de ",1921,The Chouans
"Balzac, Honoré de ",1940,Christ in Flanders
"Balzac, Honoré de ",1405,The Collection of Antiquities
"Balzac, Honoré de ",1954,Colonel Chabert
"Balzac, Honoré de ",1410,The Commission in Lunacy
"Balzac, Honoré de ",1350,The Country Doctor
"Balzac, Honoré de ",1749,Cousin Betty
"Balzac, Honoré de ",1481,A Daughter of Eve
"Balzac, Honoré de ",1871,The Deputy of Arcis
"Balzac, Honoré de ",1729,The Deserted Woman
"Balzac, Honoré de ",1559,A Distinguished Provincial at Paris
"Balzac, Honoré de ",1411,Domestic Peace
"Balzac, Honoré de ",1427,A Drama on the Seashore
"Balzac, Honoré de ",13260,"Droll Stories — CompleteCollected from the Abbeys of Touraine"
"Balzac, Honoré de ",1925,Droll Stories — Volume 1
"Balzac, Honoré de ",2318,Droll Stories — Volume 2
"Balzac, Honoré de ",2551,Droll Stories — Volume 3
"Balzac, Honoré de ",469,The Duchesse of Langeais
"Balzac, Honoré de ",1215,The Elixir of Life
"Balzac, Honoré de ",1456,An Episode under the Terror
"Balzac, Honoré de ",1715,Eugenie Grandet
"Balzac, Honoré de ",1639,Eve and David
"Balzac, Honoré de ",1884,The Exiles
"Balzac, Honoré de ",1737,Facino Cane
"Balzac, Honoré de ",5873,Farewell
"Balzac, Honoré de ",1237,Father Goriot
"Balzac, Honoré de ",1649,"Ferragus, Chief of the Dévorants"
"Balzac, Honoré de ",1294,The Firm of Nucingen
"Balzac, Honoré de ",11278,"Folk-Tales of NapoleonNapoleonder from the Russian; The Napoleon of the People from the French of Honoré De Balzac"
"Balzac, Honoré de ",1873,Gambara
"Balzac, Honoré de ",1475,Gaudissart II
"Balzac, Honoré de ",1659,The Girl with the Golden Eyes
"Balzac, Honoré de ",1389,Gobseck
"Balzac, Honoré de ",1710,La Grande Breteche
"Balzac, Honoré de ",1428,La Grenadiere
"Balzac, Honoré de ",1455,The Hated Son
"Balzac, Honoré de ",1553,The Hidden Masterpiece
"Balzac, Honoré de ",1678,An Historical Mystery
"Balzac, Honoré de ",51820,Honoré de Balzac
"Balzac, Honoré de ",1683,Honorine
"Balzac, Honoré de ",1968,The Human Comedy: Introductions and Appendix
"Balzac, Honoré de ",1474,The Illustrious Gaudissart
"Balzac, Honoré de ",10577,International Short Stories: French
"Balzac, Honoré de ",7950,The Jealousies of a Country Town
"Balzac, Honoré de ",1437,Juana
"Balzac, Honoré de ",1641,The Lesser Bourgeoisie
"Balzac, Honoré de ",1941,Letters of Two Brides
"Balzac, Honoré de ",54466,"Letters to Madame Hanska, born Countess Rzewuska, afterwards Madame Honoré de Balzac, 1833-1846"
"Balzac, Honoré de ",12758,Library of the World's Best Mystery and Detective Stories
"Balzac, Honoré de ",1569,The Lily of the Valley
"Balzac, Honoré de ",30092,Lords of the Housetops: Thirteen Cat Tales
"Balzac, Honoré de ",13159,Lost Illusions
"Balzac, Honoré de ",1943,Louis Lambert
"Balzac, Honoré de ",48884,"Love in a Mask; Or, Imprudence and Happiness"
"Balzac, Honoré de ",1357,Madame Firmiani
"Balzac, Honoré de ",1307,The Magic Skin
"Balzac, Honoré de ",1454,Maitre Cornelius
"Balzac, Honoré de ",1813,A Man of Business
"Balzac, Honoré de ",1556,The Marriage Contract
"Balzac, Honoré de ",1811,Massimilla Doni
"Balzac, Honoré de ",1277,Melmoth Reconciled
"Balzac, Honoré de ",14246,Mercadet: A Comedy in Three Acts
"Balzac, Honoré de ",1189,The Message
"Balzac, Honoré de ",1482,Modeste Mignon
"Balzac, Honoré de ",1912,The Muse of the Department
"Balzac, Honoré de ",7958,The Napoleon of the People
"Balzac, Honoré de ",1352,An Old Maid
"Balzac, Honoré de ",8079,Pamela Giraud: A Play in Five Acts
"Balzac, Honoré de ",7929,Parisians in the Country
"Balzac, Honoré de ",1555,A Passion in the Desert
"Balzac, Honoré de ",1369,Paz
"Balzac, Honoré de ",16146,"Petty Troubles of Married Life, Complete"
"Balzac, Honoré de ",6033,"Petty Troubles of Married Life, First Part"
"Balzac, Honoré de ",6403,"Petty Troubles of Married Life, Second Part"
"Balzac, Honoré de ",16205,"The Physiology of Marriage, Complete"
"Balzac, Honoré de ",5704,"The Physiology of Marriage, Part 1"
"Balzac, Honoré de ",5899,"The Physiology of Marriage, Part 2"
"Balzac, Honoré de ",5958,"The Physiology of Marriage, Part 3"
"Balzac, Honoré de ",1230,Pierre Grassou
"Balzac, Honoré de ",1704,Pierrette
"Balzac, Honoré de ",12900,Poor Relations
"Balzac, Honoré de ",1812,A Prince of Bohemia
"Balzac, Honoré de ",1196,The Purse
"Balzac, Honoré de ",1426,The Recruit
"Balzac, Honoré de ",1433,The Red Inn
"Balzac, Honoré de ",7417,The Resources of Quinola: A Comedy in a Prologue and Five Acts
"Balzac, Honoré de ",1942,Rise and Fall of Cesar Birotteau
"Balzac, Honoré de ",1826,Sarrasine
"Balzac, Honoré de ",1660,Scenes from a Courtesan's Life
"Balzac, Honoré de ",1810,A Second Home
"Balzac, Honoré de ",1344,The Secrets of the Princesse de Cadignan
"Balzac, Honoré de ",1432,Seraphita
"Balzac, Honoré de ",1417,Sons of the Soil
"Balzac, Honoré de ",1403,A Start in Life
"Balzac, Honoré de ",15878,"The Stepmother, A Drama in Five Acts"
"Balzac, Honoré de ",8150,A Street of Paris and Its Inhabitant
"Balzac, Honoré de ",1373,Study of a Woman
"Balzac, Honoré de ",7416,The Thirteen
"Balzac, Honoré de ",1380,The Two Brothers
"Balzac, Honoré de ",1443,Two Poets
"Balzac, Honoré de ",1242,Unconscious Comedians
"Balzac, Honoré de ",23060,The Unknown Masterpiece1845
"Balzac, Honoré de ",1223,Ursula
"Balzac, Honoré de ",6861,Vautrin: A Drama in Five Acts
"Balzac, Honoré de ",1374,Vendetta
"Balzac, Honoré de ",1425,El Verdugo
"Balzac, Honoré de ",1345,The Vicar of Tours
"Balzac, Honoré de ",1899,The Village Rector
"Balzac, Honoré de ",1950,A Woman of Thirty
"Balzac, Honoré de ",31565,The Works of Balzac: A linked index to all Project Gutenberg editions
"Balzac, Honoré de ",1841,Z. Marcas
"Montgomery, L. M. (Lucy Maud) ",47,Anne of Avonlea
"Montgomery, L. M. (Lucy Maud) ",45,Anne of Green Gables
"Montgomery, L. M. (Lucy Maud) ",51,Anne of the Island
"Montgomery, L. M. (Lucy Maud) ",544,Anne's House of Dreams
"Montgomery, L. M. (Lucy Maud) ",1354,Chronicles of Avonlea
"Montgomery, L. M. (Lucy Maud) ",316,The Golden Road
"Montgomery, L. M. (Lucy Maud) ",59324,Index of the Project Gutenberg Works of Lucy Maud Montgomery
"Montgomery, L. M. (Lucy Maud) ",5341,Kilmeny of the Orchard
"Montgomery, L. M. (Lucy Maud) ",24874,"Lucy Maud Montgomery Short Stories, 1902 to 1903"
"Montgomery, L. M. (Lucy Maud) ",24875,"Lucy Maud Montgomery Short Stories, 1904"
"Montgomery, L. M. (Lucy Maud) ",24876,"Lucy Maud Montgomery Short Stories, 1905 to 1906"
"Montgomery, L. M. (Lucy Maud) ",24877,"Lucy Maud Montgomery Short Stories, 1907 to 1908"
"Montgomery, L. M. (Lucy Maud) ",24878,"Lucy Maud Montgomery Short Stories, 1909 to 1922"
"Montgomery, L. M. (Lucy Maud) ",5343,Rainbow Valley
"Montgomery, L. M. (Lucy Maud) ",3796,Rilla of Ingleside
"Montgomery, L. M. (Lucy Maud) ",5342,The Story Girl
"Orban, Paul ",32434,All In The Mind
"Orban, Paul ",58784,And Gone Tomorrow
"Orban, Paul ",59447,The Barbarians
"Orban, Paul ",59141,Blow the Man Down
"Orban, Paul ",59814,Brainchild
"Orban, Paul ",59581,Brain Teaser
"Orban, Paul ",59304,Bright Islands
"Orban, Paul ",59609,But the Patient Lived
"Orban, Paul ",59373,Catalysis
"Orban, Paul ",29962,Celebrity
"Orban, Paul ",32687,The Colonists
"Orban, Paul ",59652,Cronus of the D. F. C.
"Orban, Paul ",32889,Cue for Quiet
"Orban, Paul ",59148,The Cyber and Justice Holmes
"Orban, Paul ",30063,Double Take
"Orban, Paul ",30305,DP
"Orban, Paul ",59255,Easy Does It
"Orban, Paul ",59363,Ecology on Rollins Island
"Orban, Paul ",59149,The Elroom
"Orban, Paul ",59157,Escape Mechanism
"Orban, Paul ",30438,The Eyes Have It
"Orban, Paul ",32407,Fair and Warmer
"Orban, Paul ",59643,Family Tree
"Orban, Paul ",32724,Feet of Clay
"Orban, Paul ",59849,Filthy Rich
"Orban, Paul ",41062,The Final Figure
"Orban, Paul ",59712,The Floater
"Orban, Paul ",32293,For Every Man A Reason
"Orban, Paul ",32861,The Genius
"Orban, Paul ",32487,A Gift For Terra
"Orban, Paul ",58798,The Gun Runners
"Orban, Paul ",30086,Has Anyone Here Seen Kelly?
"Orban, Paul ",35770,The Hero
"Orban, Paul ",30330,High Dragon Bump
"Orban, Paul ",59982,The Human Element
"Orban, Paul ",32403,Human Error
"Orban, Paul ",58743,Little Boy
"Orban, Paul ",38302,The Lonely Ones
"Orban, Paul ",32078,Love Story
"Orban, Paul ",58883,The Men of Boru
"Orban, Paul ",32207,A Mixture of Genius
"Orban, Paul ",59494,Night Court
"Orban, Paul ",59376,The Patriot
"Orban, Paul ",30045,Planet of Dreams
"Orban, Paul ",36867,Progress Report
"Orban, Paul ",31587,Pursuit
"Orban, Paul ",58893,Race Riot
"Orban, Paul ",59495,Reject
"Orban, Paul ",59516,The Scamperers
"Orban, Paul ",58995,Seller of the Sky
"Orban, Paul ",30371,Service with a Smile
"Orban, Paul ",59414,Shango
"Orban, Paul ",59174,Task Mission
"Orban, Paul ",59224,They Were Different
"Orban, Paul ",32447,The Thing in the Attic
"Orban, Paul ",32347,Time Fuze
"Orban, Paul ",59415,To Pay the Piper
"Orban, Paul ",32680,The Worlds of Joe Shannon
"Orban, Paul ",59545,Wrong Analogy
"Orban, Paul ",59036,The York Problem
"Orban, Paul ",59558,"Your Servant, Sir"
"Shelley, Mary Wollstonecraft ",84,"Frankenstein; Or, The Modern Prometheus"
"Shelley, Mary Wollstonecraft ",42324,"Frankenstein; Or, The Modern Prometheus"
"Shelley, Mary Wollstonecraft ",41445,"Frankenstein; Or, The Modern Prometheus"
"Shelley, Mary Wollstonecraft ",52790,"History of a Six Weeks' Tour Through a Part of France, Switzerland, Germany, and Holland:With Letters Descriptive of a Sail Round the Lake of Geneva, and of the Glaciers of Chamouni."
"Shelley, Mary Wollstonecraft ",18247,The Last Man
"Shelley, Mary Wollstonecraft ",15238,Mathilda
"Shelley, Mary Wollstonecraft ",4695,Notes to the Complete Poetical Works of Percy Bysshe Shelley
"Shelley, Mary Wollstonecraft ",6447,Proserpine and Midas
"Shelley, Mary Wollstonecraft ",56665,Tales and StoriesNow First Collected
"Hugo, Victor ",39133,"The Dramas of Victor Hugo: Mary Tudor, Marion de Lorme, Esmeralda"
"Hugo, Victor ",10381,The History of a CrimeThe Testimony of an Eye-Witness
"Hugo, Victor ",57702,Index of the Project Gutenberg Works of Victor Hugo
"Hugo, Victor ",10577,International Short Stories: French
"Hugo, Victor ",12137,La Légende des Siècles
"Hugo, Victor ",2523,The Memoirs of Victor Hugo
"Hugo, Victor ",48731,"Les Misérables, v. 1-5: Fantine"
"Hugo, Victor ",48732,"Les Misérables, v. 2-5: Cosette"
"Hugo, Victor ",48733,"Les Misérables, v. 3-5: Marius"
"Hugo, Victor ",48734,"Les Misérables, v. 4-5: The Idyll and the Epic"
"Hugo, Victor ",48735,"Les Misérables, v. 5-5: Jean Valjean"
"Hugo, Victor ",20580,Napoleon the Little
"Hugo, Victor ",49372,Ninety-Three
"Hugo, Victor ",2610,Notre-Dame de Paris
"Hugo, Victor ",8775,Poems
"Hugo, Victor ",50010,"Under Sentence of Death; Or, a Criminal's Last Hours"
"Hugo, Victor ",53490,William Shakespeare
Homer ,41935,The Adventures of Ulysses the Wanderer
Homer ,6150,The Iliad
Homer ,3059,The Iliad
Homer ,2199,The Iliad
Homer ,22382,The Iliad of Homer
Homer ,51355,The Iliads of HomerTranslated according to the Greek
Homer ,24856,"Odysseus, the Hero of IthacaAdapted from the Third Book of the Primary Schools of Athens, Greece"
Homer ,3160,The Odyssey
Homer ,24269,The Odyssey of Homer
Homer ,1727,"The OdysseyRendered into English prose for the use of those who cannot read the original"
Homer ,48895,"The Odysseys of Homer, together with the shorter poems"
Homer ,13725,Stories from the Odyssey
Homer ,6370,The Story of the Odyssey
Homer ,16990,The Story of Troy
Homer ,59750,Ulysses of Ithaca
"Bunin, Ivan Alekseevich ",44998,"The Gentleman from San Francisco, and Other Stories"
"Bunin, Ivan Alekseevich ",37129,Reminiscences of Anton Chekhov
"Bunin, Ivan Alekseevich ",59981,The Village
"Goldfrap, John Henry ",19083,The Border Boys Across the Frontier
"Goldfrap, John Henry ",51600,The Border Boys Along the St. Lawrence
"Goldfrap, John Henry ",52810,The Border Boys in the Canadian Rockies
"Goldfrap, John Henry ",48680,The Border Boys on the Trail
"Goldfrap, John Henry ",52832,The Border Boys with the Mexican Rangers
"Goldfrap, John Henry ",49002,The Border Boys with the Texas Rangers
"Goldfrap, John Henry ",37175,The Boy Aviators' Flight for a Fortune
"Goldfrap, John Henry ",6905,"The Boy Aviators in Africa; Or, an Aerial Ivory Trail"
"Goldfrap, John Henry ",49734,"The Boy Aviators in Nicaragua; or, In League with the Insurgents"
"Goldfrap, John Henry ",45182,"The Boy Aviators in Record Flight; Or, The Rival Aeroplane"
"Goldfrap, John Henry ",6973,"The Boy Aviators' Polar Dash; or, Facing Death in the Antarctic"
"Goldfrap, John Henry ",6149,"The Boy Aviators' Treasure Quest; Or, The Golden Galleon"
"Goldfrap, John Henry ",45727,The Boy Aviators with the Air Raiders: A Story of the Great World War
"Goldfrap, John Henry ",50602,The Boy Scouts at the Canadian Border
"Goldfrap, John Henry ",42077,The Boy Scouts at the Panama Canal
"Goldfrap, John Henry ",42086,The Boy Scouts at the Panama-Pacific Exposition
"Goldfrap, John Henry ",32460,The Boy Scouts for Uncle Sam
"Goldfrap, John Henry ",42102,The Boy Scouts' Mountain Camp
"Goldfrap, John Henry ",12112,The Boy Scouts of the Eagle Patrol
"Goldfrap, John Henry ",29991,The Boy Scouts on Belgian Battlefields
"Goldfrap, John Henry ",35071,The Boy Scouts on the Range
"Goldfrap, John Henry ",39643,The Bungalow Boys Along the Yukon
"Goldfrap, John Henry ",45262,The Bungalow Boys in the Great Northwest
"Goldfrap, John Henry ",44317,The Bungalow Boys North of Fifty-Three
"Goldfrap, John Henry ",57396,The Dreadnought Boys Aboard a Destroyer
"Goldfrap, John Henry ",54496,The Dreadnought Boys in Home Waters
"Goldfrap, John Henry ",52637,The Dreadnought Boys on Aero Service
"Goldfrap, John Henry ",58013,The Dreadnought Boys on a Submarine
"Goldfrap, John Henry ",59986,The Dreadnought Boys' World Cruise
"Goldfrap, John Henry ",48270,The Motor Rangers' Cloud Cruiser
"Goldfrap, John Henry ",43917,The Motor Rangers Through the Sierras
"Goldfrap, John Henry ",50260,The Motor Rangers' Wireless Station
"Goldfrap, John Henry ",41265,The Ocean Wireless Boys and the Lost Liner
"Goldfrap, John Henry ",26778,The Ocean Wireless Boys and the Naval Code
"Goldfrap, John Henry ",48955,The Ocean Wireless Boys on the Atlantic
"Goldfrap, John Henry ",44503,The Ocean Wireless Boys on the Pacific
"Maude, Louise ",26665,The Cause of it All
"Maude, Louise ",985,Father Sergius
"Maude, Louise ",26662,The First Distiller
"Maude, Louise ",26663,Fruits of Culture
"Maude, Louise ",26666,The Light Shines in Darkness
"Maude, Louise ",26664,The Live Corpse
"Maude, Louise ",986,Master and Man
"Maude, Louise ",26660,"Plays: Complete Edition, Including the Posthumous Plays"
"Maude, Louise ",26661,The Power of Darkness
"Maude, Louise ",1938,Resurrection
"Maude, Louise ",51018,"Three Days in the Village, and Other Sketches.Written from September 1909 to July 1910."
"Maude, Louise ",2600,War and Peace
"Maude, Louise ",6157,"What Men Live By, and Other Tales"
"Kipling, Rudyard ",59332,Abaft the Funnel
"Kipling, Rudyard ",2381,Actions and Reactions
"Kipling, Rudyard ",34113,An Almanac of Twelve Sports
"Kipling, Rudyard ",977,American Notes
"Kipling, Rudyard ",2819,Barrack Room Ballads
"Kipling, Rudyard ",2163,The Bridge-Builders
"Kipling, Rudyard ",2186,"""Captains Courageous"": A Story of the Grand Banks"
"Kipling, Rudyard ",2225,"""Captains Courageous"": A Story of the Grand Banks"
"Kipling, Rudyard ",2138,The Day's Work - Part 01
"Kipling, Rudyard ",2569,The Day's Work - Volume 1
"Kipling, Rudyard ",7846,Departmental Ditties and Barrack Room Ballads
"Kipling, Rudyard ",13085,A Diversity of Creatures
"Kipling, Rudyard ",23163,The Eyes of Asia
"Kipling, Rudyard ",45871,A Fleet in Being: Notes of Two Trips With The Channel Squadron
"Kipling, Rudyard ",12454,France at War: On the Frontier of Civilization
"Kipling, Rudyard ",54830,The Graves of the Fallen
"Kipling, Rudyard ",32991,How Shakspere Came to Write the Tempest
"Kipling, Rudyard ",57538,Index for Works of Rudyard KiplingHyperlinks to all Chapters of all Individual Ebooks
"Kipling, Rudyard ",236,The Jungle Book
"Kipling, Rudyard ",35997,The Jungle Book
"Kipling, Rudyard ",2781,Just So Stories
"Kipling, Rudyard ",32488,Just So Stories
"Kipling, Rudyard ",2226,Kim
"Kipling, Rudyard ",36075,The King's Pilgrimage
"Kipling, Rudyard ",16578,The Kipling ReaderSelections from the Books of Rudyard Kipling
"Kipling, Rudyard ",30568,"Kipling Stories and Poems Every Child Should Know, Book II"
"Kipling, Rudyard ",12089,Letters of Travel
"Kipling, Rudyard ",5777,Life's Handicap: Being Stories of Mine Own People
"Kipling, Rudyard ",2876,The Light That Failed
"Kipling, Rudyard ",2038,The Lock and Key Library: Classic Mystery and Detective Stories: Modern English
"Kipling, Rudyard ",8147,The Man Who Would Be King
"Kipling, Rudyard ",53507,The New Army in Training
"Kipling, Rudyard ",2806,"The Phantom 'Rickshaw, and Other Ghost Stories"
"Kipling, Rudyard ",1858,Plain Tales from the Hills
"Kipling, Rudyard ",557,Puck of Pook's Hill
"Kipling, Rudyard ",15976,Puck of Pook's Hill
"Kipling, Rudyard ",26027,Puck of Pook's Hill
"Kipling, Rudyard ",556,Rewards and Fairies
"Kipling, Rudyard ",32772,Rewards and Fairies
"Kipling, Rudyard ",17689,Sea Warfare
"Kipling, Rudyard ",1937,The Second Jungle Book
"Kipling, Rudyard ",27870,The Seven Seas
"Kipling, Rudyard ",12732,Short-Stories
"Kipling, Rudyard ",21964,The Short-story
"Kipling, Rudyard ",6120,Soldiers Three
"Kipling, Rudyard ",2227,Soldiers Three - Part 2
"Kipling, Rudyard ",28537,Soldier Stories
"Kipling, Rudyard ",37091,A Song of the English
"Kipling, Rudyard ",15529,Songs from Books
"Kipling, Rudyard ",3006,Stalky & Co.
"Kipling, Rudyard ",2035,Stories by English Authors: The Orient
"Kipling, Rudyard ",2821,The Story of the Gadsbys
"Kipling, Rudyard ",2828,Under the Deodars
"Kipling, Rudyard ",323,Verses 1889-1896
"Kipling, Rudyard ",15466,Victorian Short Stories of Troubled Marriages
"Kipling, Rudyard ",29135,"With the Night Mail: A Story of 2000 A.D.(Together with extracts from the comtemporary magazine in which it appeared)"
"Kipling, Rudyard ",2334,The Works of Rudyard Kipling: One Volume Edition
"Kipling, Rudyard ",21777,The Years Between
"Stoker, Bram ",45839,Dracula
"Stoker, Bram ",10150,Dracula's Guest
"Stoker, Bram ",51391,Famous Impostors
"Stoker, Bram ",59671,Index of the Project Gutenberg Works of Bram Stoker
"Stoker, Bram ",3781,The Jewel of Seven Stars
"Stoker, Bram ",3095,The Lady of the Shroud
"Stoker, Bram ",1188,The Lair of the White Worm
"Stoker, Bram ",2520,The Man
"Stoker, Bram ",42455,The Mystery of the Sea
"Wodehouse, P. G. (Pelham Grenville) ",7464,The Adventures of Sally
"Wodehouse, P. G. (Pelham Grenville) ",7028,The Clicking of Cuthbert
"Wodehouse, P. G. (Pelham Grenville) ",6880,The Coming of Bill
"Wodehouse, P. G. (Pelham Grenville) ",8176,"Death at the Excelsior, and Other Stories"
"Wodehouse, P. G. (Pelham Grenville) ",8931,The Gem Collector
"Wodehouse, P. G. (Pelham Grenville) ",20717,The Girl on the Boat
"Wodehouse, P. G. (Pelham Grenville) ",6879,The Gold Bat
"Wodehouse, P. G. (Pelham Grenville) ",6877,The Head of Kay's
"Wodehouse, P. G. (Pelham Grenville) ",3756,Indiscretions of Archie
"Wodehouse, P. G. (Pelham Grenville) ",59254,The Inimitable Jeeves
"Wodehouse, P. G. (Pelham Grenville) ",4075,The Intrusion of Jimmy
"Wodehouse, P. G. (Pelham Grenville) ",20533,Jill the Reckless
"Wodehouse, P. G. (Pelham Grenville) ",6683,The Little Nugget
"Wodehouse, P. G. (Pelham Grenville) ",6837,The Little Warrior
"Wodehouse, P. G. (Pelham Grenville) ",3829,Love Among the Chickens
"Wodehouse, P. G. (Pelham Grenville) ",20532,Love Among the ChickensA Story of the Haps and Mishaps on an English Chicken Farm
"Wodehouse, P. G. (Pelham Grenville) ",8713,A Man of Means
"Wodehouse, P. G. (Pelham Grenville) ",6768,The Man Upstairs and Other Stories
"Wodehouse, P. G. (Pelham Grenville) ",7471,"The Man with Two Left Feet, and Other Stories"
"Wodehouse, P. G. (Pelham Grenville) ",10586,Mike and Psmith
"Wodehouse, P. G. (Pelham Grenville) ",8164,My Man Jeeves
"Wodehouse, P. G. (Pelham Grenville) ",7230,Not George Washington — an Autobiographical Novel
"Wodehouse, P. G. (Pelham Grenville) ",2005,Piccadilly Jim
"Wodehouse, P. G. (Pelham Grenville) ",8178,"The Politeness of Princes, and Other School Stories"
"Wodehouse, P. G. (Pelham Grenville) ",6984,The Pothunters
"Wodehouse, P. G. (Pelham Grenville) ",6985,A Prefect's Uncle
"Wodehouse, P. G. (Pelham Grenville) ",6955,The Prince and Betty
"Wodehouse, P. G. (Pelham Grenville) ",6753,Psmith in the City
"Wodehouse, P. G. (Pelham Grenville) ",2607,"Psmith, Journalist"
"Wodehouse, P. G. (Pelham Grenville) ",10554,"Right Ho, Jeeves"
"Wodehouse, P. G. (Pelham Grenville) ",2042,Something New
"Wodehouse, P. G. (Pelham Grenville) ",7050,"The Swoop! or, How Clarence Saved England: A Tale of the Great Invasion"
"Wodehouse, P. G. (Pelham Grenville) ",6980,Tales of St. Austin's
"Wodehouse, P. G. (Pelham Grenville) ",6836,Three Men and a Maid
"Wodehouse, P. G. (Pelham Grenville) ",6684,Uneasy Money
"Wodehouse, P. G. (Pelham Grenville) ",6927,The White Feather
"Wodehouse, P. G. (Pelham Grenville) ",7298,William Tell Told Again
"Wodehouse, P. G. (Pelham Grenville) ",8190,A Wodehouse Miscellany: Articles & Stories
"Maude, Aylmer ",26665,The Cause of it All
"Maude, Aylmer ",985,Father Sergius
"Maude, Aylmer ",26662,The First Distiller
"Maude, Aylmer ",26663,Fruits of Culture
"Maude, Aylmer ",52242,The Life of Tolstoy: First Fifty YearsFifth Edition
"Maude, Aylmer ",26666,The Light Shines in Darkness
"Maude, Aylmer ",26664,The Live Corpse
"Maude, Aylmer ",986,Master and Man
"Maude, Aylmer ",26660,"Plays: Complete Edition, Including the Posthumous Plays"
"Maude, Aylmer ",26661,The Power of Darkness
"Maude, Aylmer ",51018,"Three Days in the Village, and Other Sketches.Written from September 1909 to July 1910."
"Maude, Aylmer ",2600,War and Peace
"Maude, Aylmer ",6157,"What Men Live By, and Other Tales"
"Christie, Agatha ",58866,The Murder on the Links
"Christie, Agatha ",863,The Mysterious Affair at Styles
"Christie, Agatha ",1155,The Secret Adversary
"Weir, Harrison ",28671,"The Adventures of a Bear, and a Great Bear Too"
"Weir, Harrison ",32518,"The Adventures of a Cat, and a Fine Cat Too!"
"Weir, Harrison ",20741,"The Adventures of a Dog, and a Good Dog Too"
"Weir, Harrison ",18732,Aesop's Fables: A New Revised Version From Original Sources
"Weir, Harrison ",21973,Anecdotes of the Habits and Instinct of Animals
"Weir, Harrison ",20868,"Cat and Dog; Or, Memoirs of Puss and the Captain"
"Weir, Harrison ",59983,The Conceited Pig
"Weir, Harrison ",34535,Digby Heathcote: The Early Days of a Country Gentleman's Son and Heir
"Weir, Harrison ",21446,Favourite Fables in Prose and Verse
"Weir, Harrison ",24814,The Forest Exiles: The Perils of a Peruvian Family in the Wilds of the Amazon
"Weir, Harrison ",42946,"Live Toys; Or, Anecdotes of Our Four-Legged and Other Pets"
"Weir, Harrison ",39784,"Mother Goose's Nursery RhymesA Collection of Alphabets, Rhymes, Tales, and Jingles"
"Weir, Harrison ",35450,"Our Cats and All About ThemTheir Varieties, Habits, and Management; and for Show, the Standard of Excellence and Beauty; Described and Pictured"
"Weir, Harrison ",38236,Shireen and her Friends: Pages from the Life of a Persian Cat
"Weir, Harrison ",23067,Stories of Animal Sagacity
"Weir, Harrison ",56767,Those Other Animals
"Weir, Harrison ",51800,Wild Sports in the Far West
"Weir, Harrison ",24403,"The Young Lord, and Other Tales; to which is added Victorine Durocher"
"Wrenn, Charles L. (Charles Lewis) ",59874,Around the End
"Wrenn, Charles L. (Charles Lewis) ",51600,The Border Boys Along the St. Lawrence
"Wrenn, Charles L. (Charles Lewis) ",37175,The Boy Aviators' Flight for a Fortune
"Wrenn, Charles L. (Charles Lewis) ",45727,The Boy Aviators with the Air Raiders: A Story of the Great World War
"Wrenn, Charles L. (Charles Lewis) ",57305,The Boy Inventors and the Vanishing Gun
"Wrenn, Charles L. (Charles Lewis) ",54069,The Boy Inventors' Diving Torpedo Boat
"Wrenn, Charles L. (Charles Lewis) ",54034,The Boy Inventors' Electric Hydroaeroplane
"Wrenn, Charles L. (Charles Lewis) ",53712,The Boy Inventors' Flying Ship
"Wrenn, Charles L. (Charles Lewis) ",13783,The Boy Inventors' Radio Telephone
"Wrenn, Charles L. (Charles Lewis) ",53302,The Boy Inventor's Wireless Triumph
"Wrenn, Charles L. (Charles Lewis) ",42086,The Boy Scouts at the Panama-Pacific Exposition
"Wrenn, Charles L. (Charles Lewis) ",29991,The Boy Scouts on Belgian Battlefields
"Wrenn, Charles L. (Charles Lewis) ",22644,"The Boy Scout Treasure Hunters; Or, The Lost Treasure of Buffalo Hollow"
"Wrenn, Charles L. (Charles Lewis) ",39643,The Bungalow Boys Along the Yukon
"Wrenn, Charles L. (Charles Lewis) ",44317,The Bungalow Boys North of Fifty-Three
"Wrenn, Charles L. (Charles Lewis) ",54496,The Dreadnought Boys in Home Waters
"Wrenn, Charles L. (Charles Lewis) ",59986,The Dreadnought Boys' World Cruise
"Wrenn, Charles L. (Charles Lewis) ",48089,The Fall of a NationA Sequel to the Birth of a Nation
"Wrenn, Charles L. (Charles Lewis) ",20995,Fighting in France
"Wrenn, Charles L. (Charles Lewis) ",50792,The Great Oakdale Mystery
"Wrenn, Charles L. (Charles Lewis) ",15285,The Hosts of the Air
"Wrenn, Charles L. (Charles Lewis) ",45103,In the Heart of the Christmas Pines
"Wrenn, Charles L. (Charles Lewis) ",17666,Lucia Rudini: Somewhere in Italy
"Wrenn, Charles L. (Charles Lewis) ",36733,Molly Brown's College Friends
"Wrenn, Charles L. (Charles Lewis) ",36684,Molly Brown's Freshman Days
"Wrenn, Charles L. (Charles Lewis) ",36717,Molly Brown's Junior Days
"Wrenn, Charles L. (Charles Lewis) ",20632,Molly Brown's Orchard Home
"Wrenn, Charles L. (Charles Lewis) ",36230,Molly Brown's Post-Graduate Days
"Wrenn, Charles L. (Charles Lewis) ",24903,Molly Brown's Senior Days
"Wrenn, Charles L. (Charles Lewis) ",32453,Molly Brown's Sophomore Days
"Wrenn, Charles L. (Charles Lewis) ",35857,"The Motor Maids by Rose, Shamrock and Thistle"
